p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,t
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0016237055589403647,0.025506285203351096,-0.0617423763916753,-0.03707546634084277,-0.022843537624127906,-0.021868874152331637,0.003435827673017509,-0.0072777844696551896,0.019124253363266806,0.036264530231847086,0.021476452681212777,0.03578277991790567,-0.08789067383700416,-0.01980814293527948,0.07244147750616418,-0.08468993255825386,0.021719031654236894,-0.07242456198261277,-0.030955743776707286,0.02985894789426222,-0.01542792149943609,-0.009801068014864472,-0.036989186099173316,-0.03067203169384458,0.010627774769084202,-0.032942724796720745,-0.03673581353845829,-0.003496588775421657,0.05350666133307053,-0.0654897187757011,-0.06795800949659654,0.025029498373149994,0.027377429969591114,0.009134485718672303,-0.050990997477914586,0.07369674926569417,0.0479503369746693,0.016204844735861614,-0.05880180180251132,0.027034947050335843,-0.008851649536934557,-0.020489959014506485,-0.08113563783219026,0.011248340040366143,-0.029637690247888097,-0.058118191007203494,-0.04703711034540202,-0.06380655782459785,0.03936574996210302,0.10737091744072359,0.07242499923835902,-0.004588262951837156,0.08312271339200825,-0.05072780464158609,-0.016647998881171824,0.030793835091493953,-0.007439998283729195,0.06021225116188157,-0.06761795864245086,0.035738931507327244,0.002
0.017859174489124927,-0.0675839720001061,-0.05027948214535202,0.056636833365727904,-0.009932046353441642,0.03943224894451379,-0.05417581280015032,0.01837963718097872,-0.008840021645473869,-0.042335119710742955,-0.09625809719514865,-0.016169112510082587,-0.06602390875601247,-0.07913936779767414,0.10053560840255198,-0.0737170727600273,0.03944566889086001,-0.11073382429477692,-0.06011938775477909,0.05866516610109043,-0.14628916272149467,0.03955377698190509,-0.021611097508395682,-0.04011977154164787,-0.006539806925026037,-0.02637646102279857,-0.07096941038956564,0.023938674573188132,0.09195457486069987,-0.06968592366783352,-0.08671111948434852,0.03192178877915483,0.11748499214081037,0.08992097562785001,-0.0013259713745238308,0.06296186984531689,0.07323843712820266,0.045764358120453166,-0.06508071032476856,-0.006814208972245425,0.0020624669402695486,0.041728571848283325,-0.09673708273854376,-0.01593016103939535,-0.015629888352014502,-0.060834757216294354,-0.0026089957184279935,-0.11467165071410218,0.08822659922587997,0.07548902469359062,0.10845744086620226,-0.04592158590646614,0.12247682558919182,-0.06772961229324535,-0.04886445670977081,-0.045509789380522775,-0.038602798407045176,0.06617947651536531,-0.008175625292371418,0.0381251729970672,0.004
0.05277670802287651,-0.12817821045419805,-0.09658979523412542,0.0902766343415404,0.07683889284732424,0.06371617024335635,-0.054939108206101414,0.05076835690698571,-0.010150222324921845,-0.08133867496142172,-0.0950737882424303,-0.07283308686866294,-0.0475768740943689,-0.07461297121327376,0.04767430539777825,-0.10022588303967342,0.1022594697336813,-0.14352092465447802,0.047716510541526584,0.051052061425149044,-0.23723006912224953,0.025076263396758256,-0.017447051667580357,-0.07438627519660328,-0.07238208193078943,-0.023637484552802294,-0.0644218419782128,0.017243104481518886,0.14715703015493878,-0.11408565482966229,-0.054101532581591026,-0.006205330069360415,0.10553378579803196,0.14032836888403447,-0.07026838408907002,0.019056915674767486,0.05746606653603426,0.05367762296896823,-0.06734488179098992,-0.033587040890645764,-0.06630707532318361,0.08081615128431352,-0.091312151294183,-0.026667751645936457,-0.09109276313712436,-0.09344513366664081,-0.05177815213236379,-0.08352154300532993,0.1409788190113384,0.11324723225737066,0.050762421101445965,-0.14373075894081228,0.11860694446908261,-0.0652281965368287,-0.018472186357429123,0.0195805658477098,-0.008327674179358566,0.01289104690966051,-0.10689106235964393,-0.006224755223703395,0.006
0.08220552322970874,-0.19608790090105274,-0.09650398497856344,0.09277678601410723,0.07761349917687209,0.030033670656070495,0.04252361293842126,0.042284358652619744,-0.010824608363562216,-0.06733699591231357,-0.10618743881521005,-0.09102406703396942,-0.03323478482835332,-0.07527002905265946,0.027937976077649803,-0.04197695612132011,0.15262477892652,-0.21538792228571801,0.035382197439153,0.11548840938804522,-0.28077037737424504,0.027894338898723364,0.02618527618208081,-0.06693860916274058,-0.09323419945309783,0.017749860900371058,0.021139977968919754,-0.016456333619907126,0.11985902685861283,-0.11970697465557488,-0.09141285133327673,0.02740655671814656,0.22864503243943451,0.15603042114756108,-0.08315780556933879,0.05095583620765227,0.06119986973804508,0.05900327617278788,-0.07305008076379614,-0.011063286513097539,-0.09375409865465609,0.045620564477331364,-0.10163016206348394,-0.07499158721529914,-0.14875515054147656,-0.13474276692103135,-0.07760706553348595,-0.044256014788659113,0.20327891945545556,0.11579596583664895,0.06772219817831371,-0.16309841179008083,0.13516096142307552,-0.12215138191077579,-0.02770672505777018,0.008890538261610159,-0.07542844399598499,0.021047966060884528,-0.13040452702633654,0.029897466615507788,0.008
0.07120783144125738,-0.1717931912134343,-0.11519284318033898,0.14816747585755374,0.23861396959622705,-0.03334113054469085,0.026554980581011235,0.03144023517245935,0.006484466393119772,-0.1365816438074216,-0.09193991205524203,-0.01937664472539541,-0.05208153890931491,-0.09619892065756915,0.08416297688510098,-0.1013352874932025,0.1622889534673607,-0.19295564866421502,0.032939269104009405,0.11182835817147989,-0.24863743364615004,0.05812879455368357,0.04371143916048591,-0.09178142884759734,-0.07127901265316,0.060708501154260366,0.03525392607119731,0.04744349006121208,0.15602198946161389,-0.14619783464278233,-0.059060855667512534,0.10016774442856619,0.28264680157162114,0.16792892399883408,0.0126227458592785,0.11586283799683333,-0.027712564715050035,-0.03347574887709077,-0.10835199286621142,0.020414430460840346,-0.09879646088333276,0.059249471591609176,-0.05492278809354588,-0.09525114307234525,-0.16992077792491972,-0.1421323036672029,-0.08656602234748453,-0.09708749305734721,0.218498160357116,0.13345720862360427,0.0448674684639625,-0.20677885809990032,0.10460659240505547,-0.15593928195367535,0.023895009294988077,0.016613491267591332,-0.07415904274776425,0.02037143808404044,-0.15871263518243198,0.021032159599108095,0.01
0.07410245404876366,-0.20503714060113157,-0.13520941597990468,0.24081981603837022,0.24106354566140503,-0.013500501271906846,0.06653752019819056,0.09531507204943934,-0.06010758976899123,-0.14349176300958238,-0.050394152420009476,-0.01693054477236411,-0.0016107754174326042,-0.10388131363008025,0.1813278452892249,-0.11308392275697218,0.19967251198070782,-0.19446793060178458,-0.04945265886102189,0.08483890622656377,-0.2178831826449898,0.007226275168038927,-0.08129164170094848,-0.09664358633851768,-0.17167866057695907,0.04331420937579919,-0.009982269483620555,-0.04348424076506588,0.12033943914518067,-0.11803310073066087,-0.03450438271022973,0.13859803785565533,0.2505821816243823,0.14934635409634808,0.08442289019773816,0.07640704975121915,-0.0837454207194893,-0.0009042302922928555,-0.13318551830260644,0.013649032528245945,-0.1673129608598995,-0.009487506982868182,-0.028581245861835844,-0.05169024756600387,-0.21769351162385772,-0.029925927540336808,-0.13559297788249464,-0.10198422281153142,0.15919295550222748,0.20813278609721006,-0.020252278276413044,-0.2704537049176892,0.0980814632091988,-0.13561314987537762,-0.053649757221286364,0.033959862762407186,-0.12018107122992962,0.026923016837374553,-0.17343168870388592,0.04578294206268853,0.012
0.10951508578154323,-0.18659068391549127,-0.21462803378167938,0.2765709281785383,0.32156977239843054,0.00010633283262427573,0.002316117439987983,0.12033693062640524,-0.07122171650001033,-0.19241083070866424,0.0865605305295549,0.030960577896196537,0.05389953877761503,-0.0611136250177865,0.16210772895360934,-0.08134953916344813,0.19133346957323458,-0.10596858459368236,-0.11027331270607887,0.11347940176461711,-0.17740587811031236,0.03515763182095054,-0.17167781580317493,-0.1336217817816107,-0.2314592982953184,0.06711490793546637,-0.009143842078709925,-0.10188817081319546,0.16796918143315503,-0.17060905851118585,-0.0765350743809581,0.06395882484260221,0.2920497233260637,0.22172440255961612,0.1274730159670456,0.1486682706894805,-0.16291883261726967,-0.036523878146656794,-0.12741759927949375,0.040399862828239,-0.17195265878852783,-0.1516769447801339,-0.009419842284351616,-0.07190991053865253,-0.2117315727470991,-0.004841456625854345,-0.1483869585351917,-0.1404760296909779,0.1389622626708429,0.07201893317174807,0.0030388704746925135,-0.22938408719131093,-0.019906989527959926,-0.14326700312445537,-0.10653012786925867,-0.01816444245166146,-0.03047919766184977,0.056827845270745546,-0.18284717749062407,0.02509404382258561,0.014
0.08364369381146416,-0.22485659346896353,-0.21911080743815875,0.29194972427431287,0.35192638266122,0.03819167423523352,-0.0010517579628573693,0.1465888870009681,-0.114504914608696,-0.19973115043821857,0.04970193312250429,0.009531836985874516,0.041657880692892967,-0.15886192025277396,0.12505962190412745,-0.09556263717259943,0.19951456060895126,-0.05241105867677001,-0.09625965080519176,0.09034132735919004,-0.25553510895205384,0.07345008191762226,-0.11634063472340447,-0.07245545920557571,-0.20149364497950328,0.011265573748450261,-0.025082747481745424,-0.08362428077447187,0.13550927547966896,-0.1306968871378693,-0.05899806078043181,0.027182840188700846,0.22413938694007415,0.21675300741462153,0.09280848032940436,0.14704239665155264,-0.2010855234527026,0.034732915327903555,-0.13054639944345345,-0.04188287635351652,-0.1730125140353107,-0.1101105654670759,0.045517077982224055,-0.05033583150668473,-0.21175415346645848,-0.03345180956445186,-0.13487131527081106,-0.15543121033472762,0.1735816070952648,0.13046937908085773,0.017913749799164574,-0.17177718403813622,0.02935803296553465,-0.09773168474385519,-0.1020484145854488,-0.0370097236411188,-0.05577557657086982,0.05451659691164108,-0.2322767452898683,0.007470235455264734,0.016
0.05713890107707521,-0.21811303547083424,-0.16194992882536735,0.32080855453647167,0.3550572733186587,-0.031139349865433125,0.0748845043006507,0.09572725977972787,-0.04178842464261813,-0.24820582088771437,0.09459666634258346,-0.057837345031330874,-0.011473885159272716,-0.11198626210051489,0.14327333834566683,-0.132935635660265,0.22506433587352395,-0.0683890837786499,-0.05668469132104453,0.06835616073730437,-0.2648541971172397,0.2020352558941101,-0.11077318779362086,-0.03189046936939775,-0.23095829899759715,-0.09872449019244312,-0.04375220306194792,-0.11447916652364479,0.12492775490876656,-0.06576889251353203,-0.048372358864781445,-0.027549792447325742,0.19028376467457853,0.24083279324217335,0.02975352112966577,0.15725089116526958,-0.23235395929137337,0.016730947827736747,-0.13731471737229153,-0.037662923664991625,-0.191036906277923,-0.14141073765385137,0.0678132239374894,-0.06641361918422639,-0.21782767250318655,-0.08950924525165849,-0.14699625670793678,-0.20007720765550563,0.1394463993743843,0.11381092512854253,0.021399003717976844,-0.12844033101189817,0.010925438405907227,-0.11852208182972832,-0.013962501131104976,-0.06508193699381283,-0.08804422048814944,-0.014681204911944218,-0.29519873207581804,0.009349479165309607,0.018000000000000002
