p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,t
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6364197421338423e-06,0.000650570584874687,0.0038121210424913034,0.0013745902043909653,0.0005218272111849472,0.00047824765669051875,1.1804911798672912e-05,5.296614678675427e-05,0.00036573706670242173,0.0013151161529365513,0.0004612380197683715,0.0012804073386532733,0.0077247705475226485,0.0003923625265444624,0.005247767663276092,0.007172384676721586,0.0004717163359977442,0.005245317178373319,0.0009582580727691518,0.0008915567693522663,0.00023802076179276234,9.60609342319994e-05,0.0013681998882792764,0.0009407735282282065,0.00011294959654238277,0.0010852231170324798,0.0013495199963323755,1.2226133064404724e-05,0.0028629628070119054,0.004288903265320418,0.0046182910547395055,0.0006264757888115182,0.0007495236717398658,8.343882934462827e-05,0.002600081823792692,0.005431210852330594,0.0022992348159843377,0.00026259699291338186,0.0034576518952218237,0.0007308883620144627,7.835169952471376e-05,0.00041983842041615557,0.006582991726436343,0.0001265251536637042,0.0008783926832297612,0.003377724125949789,0.0022124897496455256,0.004071276821423749,0.001549662270078814,0.011528513912062681,0.005245380514676304,2.105215691520141e-05,0.006909385481649947,0.0025733101637549233,0.0002771558667474983,0.0009482602796421244,5.535357446189337e-05,0.0036255151899815086,0.004572188330972195,0.001277271225285428,0.002
0.0003822190347094345,0.009316366571080502,0.003943518986993694,0.010156585320685092,0.0006885338180179549,0.004236075349625115,0.0033309060298082225,0.0007112694325451719,0.0011477377434669,0.007493021124034246,0.014322662254357807,0.003979406465502537,0.008202925962629927,0.003912556770216499,0.006037047854099462,0.007292788328873123,0.0007859500037165773,0.006712916757275519,0.0018087762028488755,0.0017213549767316674,0.017362685215970567,0.002531961658887149,0.0016046854969850816,0.0010300333164599766,0.00040767545776633176,0.0011283389369812025,0.0025214591496965227,0.0007649198080719763,0.004341204861639968,0.004306511400817174,0.004969970188952229,0.0006739794558522246,0.00886889643218001,0.0066098957811903,0.005066696641643177,0.005546448488500634,0.0029387228253594717,0.0011363618244472288,0.003497076587452698,0.0018766537254555125,0.0001974696380026919,0.004290984003140083,0.006826396809602326,0.0008651960746063009,0.001074611197183801,0.0033851038579181636,0.004186347118953069,0.006658534496081654,0.003937044860856346,0.012544968997202371,0.006543717364340236,0.001729495743386861,0.00845813162847846,0.0028623716271789427,0.0013150560217693955,0.0067705033872086755,0.0010264736859876358,0.0036611229684007677,0.008105579325074162,0.0012829653737327844,0.004
0.0016014531827901008,0.012988028304911857,0.006088164085373911,0.011288221530377368,0.008217729707800964,0.004825784183273495,0.0033314886496849687,0.001760298598035006,0.001149454369287326,0.009014298446226997,0.014324064842053296,0.007190212455612389,0.008543219050437806,0.0039330450362557706,0.008831365209461962,0.007995505351315395,0.004731523580038193,0.007787910707272631,0.013437357164220058,0.001779314339538508,0.02563293367296142,0.00274156005849526,0.001622024774749493,0.0022042265891950488,0.0047428806357009065,0.0011358409290843957,0.0025643298017978683,0.000809750466924432,0.0073885159321524126,0.006277847528059843,0.006033355346920722,0.002127656647541031,0.009011727765227677,0.00915080107607393,0.009819752912545998,0.007474093489218677,0.0031874904994561703,0.001198981585009973,0.003502203059881149,0.0025934382543864286,0.0048718639473167985,0.005818822869308054,0.0068558266907783405,0.0009804919266399807,0.006769256668016971,0.004448540510151474,0.006603953061411152,0.007628863706349766,0.006719841553149658,0.013970651235631867,0.009872432669995856,0.011296130073049526,0.008473107608362236,0.0028686287079653923,0.0022387461189392233,0.011007257730946178,0.0019430568329894926,0.0065007796982429235,0.017850316840456806,0.0032498815069202883,0.006
0.002467508347267981,0.017599754361499485,0.00608817144877387,0.011294472288763206,0.008218329722766739,0.005960294961721007,0.012830470662579956,0.0018322768244150908,0.001149909165816439,0.009210345462421232,0.014447578071107144,0.007521124214986963,0.008748914574952166,0.003933476761260069,0.009220887904494525,0.011388442838455061,0.007268187950128433,0.012952776055801283,0.013589492443927443,0.0059313572783339435,0.02752869211564021,0.0027495016080300357,0.0035258048083298106,0.002259694318547001,0.005177691440865067,0.0028487532927447047,0.009885154834463398,0.0019454025952762753,0.008133696916118635,0.006309446764645041,0.0074254898539106145,0.0032574155809572173,0.02416810681482793,0.009397355521360451,0.009985890098642012,0.008491634620381976,0.0032014317858075165,0.0012273441670573274,0.003534752355200458,0.0031007577656465514,0.005625203037075192,0.0070575521999958705,0.00696228803701375,0.0033156850107747826,0.010094207589186567,0.006154035022565618,0.007271085828893821,0.009170645412483937,0.010601144068496743,0.013977147278490008,0.010160066708492904,0.011671236049939308,0.00874714308567532,0.006108877741082137,0.00232402282394732,0.011121534420737749,0.0064455701429733765,0.006567315028282529,0.01840319986108861,0.0045546964175214736,0.008
0.0025884575719417515,0.018189987280305145,0.0064374448696599435,0.014362600810096094,0.034139481198020336,0.009976660388957028,0.013085467881946079,0.0019498718384680566,0.0014495132347488449,0.014005166724538724,0.014650570089883148,0.012654477338450112,0.009104114714340408,0.004371495265070128,0.01238213862029241,0.01491185434170926,0.0073615842196842664,0.013455982955631262,0.01359546034277809,0.005944753253241825,0.02856121818827313,0.0036636239167817906,0.003832971197075428,0.0028768600084413073,0.005659721668285231,0.004694198065207784,0.010084358365497183,0.006028590061754399,0.009441456780344689,0.0070112124275068695,0.00847214147746824,0.008551606017988137,0.027084297884233912,0.009538929891462202,0.019159804130612013,0.01270455350164273,0.011106852786183452,0.00977971424123341,0.004780977353287113,0.004091604431537888,0.005650628453920377,0.007243299309125483,0.009143866820181397,0.0037261346142995542,0.010542191371721325,0.006208640275888638,0.007351348736088913,0.0119618105085388,0.010832769362119516,0.014289066775269789,0.010682405378808952,0.01357921743976433,0.009680712551764663,0.007250499930391109,0.004986761812159951,0.011181178423870343,0.006447181522502361,0.006567772718385981,0.019204548848465806,0.0046332900860164995,0.01
0.002596836411981638,0.019295147451196922,0.006838108056300258,0.022947056951077835,0.034145481620919425,0.010370310958897082,0.014684071356185394,0.00602986662452886,0.005884015178646591,0.014052916471926795,0.016376620233551666,0.012660460743430333,0.011651412681793928,0.004430514426854216,0.021823150272283133,0.015049884772270353,0.008759114666805115,0.01345826995228996,0.020383890136572998,0.006673183769528761,0.029507042142915496,0.0062546903965877195,0.019458741421925732,0.00290050058390782,0.015739810971508044,0.004996759451682026,0.012130671753770906,0.014296442294970459,0.010714701177429477,0.007804464663847474,0.009075161841570001,0.010028493470880308,0.02811243773659478,0.00988424179564298,0.024315064857635654,0.014261312727725475,0.014246533738197679,0.010840618064153245,0.0053976813388871905,0.004137375040724241,0.010345139222959248,0.011968071532673642,0.00983774366732636,0.005623686231613947,0.01282442545679097,0.01879891111941238,0.00975499110512077,0.011985788470824313,0.014349876684999808,0.01986550864628629,0.014922986794339604,0.017633703557033212,0.009723289862787284,0.007663651575655513,0.01099995262622347,0.011482075027906503,0.0085652086281156,0.00661069590254712,0.01942119938503323,0.005245891318575981,0.012
0.0038508908982231053,0.019635419215452126,0.013145424909844626,0.024225198970336707,0.040626734164352786,0.010555456893245314,0.018808459928416663,0.006655960031174542,0.006007538991639744,0.01644599165647415,0.035133205415367366,0.014954020373885456,0.014732807663826836,0.006259589616092337,0.022192563144237728,0.016056955874331282,0.008828654295078751,0.02129040419615176,0.024083042070713243,0.007493461754194014,0.031145454325308512,0.00703485108105987,0.027628401890763724,0.004267887522135406,0.019313535617521766,0.00556323270361017,0.012131374714284212,0.017707461340037273,0.012983293527848331,0.01056869600038702,0.010841740883889837,0.015599505590088228,0.029831994751375466,0.015122823694994155,0.026168378186388844,0.019482996779213696,0.020514962889733267,0.012109377377422138,0.005430950228744376,0.004852981962463267,0.010366666019828165,0.03218590775377614,0.010204903054385586,0.006032521002341446,0.012859970171961176,0.019428141800471897,0.009918677046062358,0.013467407667668916,0.014759157617437643,0.03839248960450059,0.01546546440448573,0.01932041705722406,0.023644564842096025,0.007722233045213932,0.013796286226090401,0.014199018221955887,0.016611634749739382,0.007504994666176474,0.01950985081412642,0.005673921828965314,0.014
0.004520219820692577,0.021099699049406645,0.013165520169499852,0.024461706339692118,0.04154825795099968,0.012005950122998616,0.01881980251314575,0.007345125244666492,0.007880974230155473,0.016499578737417052,0.036491761618182406,0.015413211310887165,0.014882665856490077,0.01581431883743861,0.023565125380187596,0.016258968029349022,0.008895584545613434,0.024158812778492498,0.02427942479058562,0.008028832241385094,0.03724963103723064,0.008501162815465963,0.030690605500619028,0.008009206539610972,0.020211475996165386,0.008682380832743176,0.012385423419731126,0.018041031019383858,0.014036939022357493,0.012161677424120006,0.011149287729914881,0.016951978637352216,0.034443808539433726,0.01514753846468183,0.027370008217362143,0.019485640245600903,0.021971659179060788,0.017186907993698285,0.0054407396192103705,0.011623431129716071,0.010367789312972298,0.03391367164297315,0.013222968262761679,0.006497961888419039,0.012859970681850063,0.020246694095743013,0.010101349658912356,0.013691065095756103,0.015957656625814394,0.04180894423147435,0.015686726439403335,0.022638972348123308,0.026071607283380552,0.009795698265236557,0.013816371980048679,0.014554162845065602,0.017251541535648098,0.007510336535153937,0.021953132986946504,0.005984520450333364,0.016
0.005222723858585495,0.02114517462388078,0.016432886213286126,0.025294538423792208,0.041558060427308516,0.016812741025845835,0.024586118439698032,0.009932030368258895,0.013168662143142176,0.018849372412604273,0.038507298689084486,0.019951817996554516,0.017705650399059435,0.01801164616464606,0.023896864846800397,0.017655709045308075,0.009548375561683605,0.024414110064648803,0.025845602208757514,0.00851217979277717,0.037336476441461146,0.025035309782029606,0.030721601965934986,0.009654724940020194,0.021079641832571362,0.02078019499846499,0.012733971991392281,0.01899305499397837,0.014148907599949924,0.016377321910057977,0.011262193271115137,0.019947639712622457,0.03559001169841765,0.015727374550182596,0.031345936097042844,0.019589853605837492,0.022949374258857857,0.017510978827575345,0.0054865497467962016,0.01164123913040946,0.01069266802868784,0.03489337242189495,0.013720086387220174,0.006756457145023149,0.01289685831533956,0.02338913019156832,0.010248363863766085,0.01568433017252302,0.017122869031962053,0.042086448319555755,0.015698873434281932,0.024517055178341064,0.026411367825580158,0.010227938876224838,0.02157550012913483,0.015342212007584774,0.018292806915908285,0.012298672312370123,0.025912309408037737,0.005988052007255107,0.018000000000000002
